content,score,at,sentiment
"aneh, nyarinya lama kali, udh telat juga untuk ngampus, di batalin malah gojeknya datang sementara saya udh naik mitra lain",2,2026-05-11 07:52:54,Negatif
Mantap,5,2026-05-11 07:47:45,Positif
mantap,5,2026-05-11 07:43:12,Positif
"terimakasi gojek dan drivernya, sukses dan sehat semua untuk drivernya. sangat memudahkan saya dalam pengiriman tanaman ke pelanggan 🙏",5,2026-05-11 07:33:39,Positif
pelayanan yang hebat,5,2026-05-11 07:32:28,Positif
mantappppp,5,2026-05-11 07:23:01,Positif
"sy langganan gojeg sdh lbh dari 6 thn dan pernah jd prioritas dan lebih suka kalau banyak discount dari go food atau transportasi, pertahankan dan tingkatkan",4,2026-05-11 07:19:48,Positif
tepat waktu,5,2026-05-11 07:17:02,Positif
ok,4,2026-05-11 06:58:08,Positif
kren,5,2026-05-11 06:54:46,Positif
woke,5,2026-05-11 06:43:01,Positif
apaan bgt pake gocar prioritas nunggu 15 menit. jelek,1,2026-05-11 06:40:19,Negatif
Hari ini lebih murah dari sebelah. pertahankan ya,5,2026-05-11 06:38:50,Positif
"sigap,cepat gak ribet",5,2026-05-11 06:35:40,Positif
"gojek aman n terpercaya banyak promo"" discount'a good Job Gojek 👍😉",5,2026-05-11 06:22:40,Positif
Sangat Membantu,5,2026-05-11 06:04:58,Positif
"fitur gocatsnya tidak bisa diklaim hadiah dengan benar, dan berasa cuma gimmick . tolong perbaiki.",2,2026-05-11 05:55:58,Negatif
ok,5,2026-05-11 05:37:04,Positif
Driver nyh klo bisa di suruh mandi dan pake parfum dan pakaian yang rapi. klo bisa pihak aplikasinya di kasih notifikasi di aplikasi nyh setiap jam dan waktu.,5,2026-05-11 05:33:46,Positif
Trimakasih banyak gojek setiap pagi kalo ngak sempet nganter sekolah. pke gojek aja simple aman no drama drama club🥰🥰,5,2026-05-11 05:26:59,Positif
berhasil pesan gocar dengan mengatur jadwal kereeen...,4,2026-05-11 04:50:35,Positif
satu kata.. KECEWA,1,2026-05-11 04:39:21,Negatif
top,5,2026-05-11 03:43:46,Positif
no coment kalau bisa driver2 nya disejahterakan,5,2026-05-11 03:15:10,Positif
ok,5,2026-05-11 02:21:28,Positif
lambat tidak bisa diandalkan,1,2026-05-11 01:33:42,Negatif
Keren..,5,2026-05-11 01:30:48,Positif
Hidup aplikator pungli 🫢,1,2026-05-11 00:28:55,Negatif
good,5,2026-05-11 00:18:20,Positif
"adain pengantaran ke cabang Bungin dong, ya jarang ke sana sih tpi klo ke sana pasti mke gojek dulu bisa, knp sekarang enggak",4,2026-05-11 00:02:26,Positif
oke baik,4,2026-05-10 23:58:20,Positif
sangat bermanfaat sekali untuk saya,5,2026-05-10 23:36:40,Positif
ok,5,2026-05-10 22:55:13,Positif
"bagus, dan cepat",5,2026-05-10 22:38:41,Positif
susah dapat gojek bila malam,2,2026-05-10 22:23:36,Negatif
"nyari driver lama, gabisa dicancel",1,2026-05-10 22:19:48,Negatif
kenapa si selalu susah cari driver bikin orang kesel aja orang udah laper jadi makin di undur karna susah cari driver,1,2026-05-10 21:46:46,Negatif
bagus,5,2026-05-10 21:36:03,Positif
nice,5,2026-05-10 21:11:02,Positif
Bisa diandalkan & tidak mengecewakan,5,2026-05-10 21:08:41,Positif
lama kali bujang aku mesan makan driver tidak ada yg ngambil lokasi bontang,1,2026-05-10 20:57:47,Negatif
best banget,5,2026-05-10 20:52:13,Positif
ga bisa ngasih kepastian klo pesanannya ga diambil driver costumer digantungin suruh nunggu sampe kiamat,2,2026-05-10 20:38:28,Negatif
best tapi jarang ada potongan harganya sekarang untuk gofood,5,2026-05-10 20:32:28,Positif
okee,4,2026-05-10 20:21:33,Positif
Sip manntulll. trimakasih GO-FOOD,5,2026-05-10 20:13:56,Positif
Sangat Membantu,5,2026-05-10 20:04:22,Positif
1.Kalau lewat jam 6 pagi drivernya dapetnya yang jauh jauh.2.bagus tapi susah set lokasi jemput lewat mapnya.,3,2026-05-10 19:50:28,Netral
kpan pun dan dimana pun bisa order buat keluarga yang jauh dari kita 🥰🥰,5,2026-05-10 19:49:09,Positif
mantap,5,2026-05-10 19:36:08,Positif
"Bagus.. sangat mudah digunakan dan banyak Promonya dan semoga kedepannya GoJek Gofood jd Partner yang Lebih Baik Lagi, Syukron.",5,2026-05-10 19:33:23,Positif
"tolong dong perbaikin GPSnya,yang bener dikit kek tuh appsnya",1,2026-05-10 19:24:35,Negatif
Kapan ada pembayaran QRIS???,4,2026-05-10 19:10:06,Positif
Bagus,4,2026-05-10 19:02:57,Positif
Mantap Gojek,5,2026-05-10 19:01:53,Positif
GAK NGOTAK BANGET ONGKIR SAMA BIAYA PENANGANAN GOFOOD mending sih Shopeefood lebih free ongkir banyak promonya real ga cuma sekedar jargon doang,1,2026-05-10 18:51:36,Negatif
okelah pokoknya,5,2026-05-10 18:47:23,Positif
oke aja,5,2026-05-10 18:42:15,Positif
baguss,5,2026-05-10 18:41:06,Positif
ok,5,2026-05-10 18:34:43,Positif
"driver lu jelek, ga dapat2 driver harus nunggu 1 jam dulu baru bisa ngancel, otak yang punya aplikasi dimana, 1 jam belum tentu dapat apa2 keburu tutup tokonya",1,2026-05-10 18:33:22,Negatif
aplikasi nya bagus gampang nyari menu nya dan ada diskon besar-besaran ☺️,5,2026-05-10 18:30:44,Positif
kalau emang driver nya kaga mau ngomong atau chat ke saya!! saya udh nunggu lama drivernya GK jalan jalan malah di batalin sama drivernya!!!,1,2026-05-10 18:26:30,Negatif
"aplikasi yg sangat membantu ,dalam transportasi dan kuliner,dan banyak discount",5,2026-05-10 18:23:07,Positif
sangat membantu,5,2026-05-10 18:12:02,Positif
ok,5,2026-05-10 18:07:21,Positif
Mantapppp,5,2026-05-10 18:04:09,Positif
makasih,5,2026-05-10 17:44:43,Positif
murah dan pelayanannya sangat baik,5,2026-05-10 17:38:02,Positif
"kecewa sekali dgn apk ini,buka gopay sdh disetujui.tinggal tanda tangan digital eh susahnya minta ampun gk bs ke buka.cpk jg hrs mencoba trs.mohon diperbaiki systemnya",2,2026-05-10 17:36:49,Negatif
tidak semua nya baik,3,2026-05-10 17:35:16,Netral
Drivernya pada gamau anter gofood yang pake voucher😂,1,2026-05-10 17:32:46,Negatif
bagus,5,2026-05-10 17:27:47,Positif
"KFC buka tutup setiap 30 menit dan promo hilang saat buka kembali. jika telah pesan, nggak dapat driver.",1,2026-05-10 17:10:55,Negatif
mantap say,5,2026-05-10 16:56:00,Positif
baik-baik saja kok...,5,2026-05-10 16:48:34,Positif
pelayanan bagus,5,2026-05-10 16:43:53,Positif
istimewa,5,2026-05-10 16:43:12,Positif
sangat membantu,5,2026-05-10 16:40:32,Positif
sejauh ini oke apk ini,5,2026-05-10 16:40:28,Positif
"sangat membantu , bisa diandalkan",5,2026-05-10 16:35:09,Positif
bagus sekali apk nya,5,2026-05-10 16:34:58,Positif
"driver yg nganter makanan sering banget udh dikasih tip tiba"" ngga jadi dia yg nganter parahh, tolong diperbaiki sikap nya",3,2026-05-10 16:29:01,Netral
top transaksi on line,5,2026-05-10 16:26:18,Positif
aplikasi nya sangat memudahkan,5,2026-05-10 16:13:43,Positif
Pelayanan Bagus,5,2026-05-10 16:09:25,Positif
Aplikasinya cukup bagus dan berguna 👍🏻,4,2026-05-10 15:57:00,Positif
drivernya ramah,5,2026-05-10 15:48:31,Positif
kecewa parah,2,2026-05-10 15:46:11,Negatif
mantap,5,2026-05-10 15:44:54,Positif
bagus,5,2026-05-10 15:43:14,Positif
knpa skrg susah bgt dpt driver sih males,4,2026-05-10 15:36:55,Positif
sopir sangat melayani,5,2026-05-10 15:27:49,Positif
mempermudaah segalanyaa,5,2026-05-10 15:27:48,Positif
"Punya masalah susah sekali telfon cs nya. Menghubungi lewat sosial media juga tidak berguna, minim respon ketika ada masalah. Sangat tidak di rekomendasikan menggunakan ini, cari aplikasi lain saja yang bisa lebih membantu.",1,2026-05-10 15:17:21,Negatif
terimakasih mantab Yo,5,2026-05-10 15:05:12,Positif
ga sekali dua kali udah berkali-kali di php in go food. pesan makanan udh nunggu lama tapi g dpt driver. ga ada yg jemput makanan.,1,2026-05-10 15:00:58,Negatif
cepet baik ramah,5,2026-05-10 14:55:17,Positif
"makin kesini makin ga jelas ini aplikasi, nyediain fitur ongkir MURAAH tapi berjam jam ga dapet driver. kejadian udh bkn sekali duakali, komplen ke CS juga ga ada solusi. lu gausah nyediain fitur kek gini kalo ga bisa maksimalin pelayan lu, bikin orang nunggu-nunggu lama!!!!!!!",1,2026-05-10 14:42:33,Negatif
pelayanan cepat no ribet,5,2026-05-10 14:33:59,Positif
Bagus,5,2026-05-10 14:21:40,Positif
Gojek emang thebessss,5,2026-05-10 14:17:24,Positif
cpt kl ngirim yg sy order..makasih,5,2026-05-10 14:06:08,Positif
"td nya berharap gojek makin maju,eh bukanya maju eh tambah menyengsarakan driver gojek potongan dari aplikasi gede driver ojol cuma dapet cape nya aja",1,2026-05-10 14:04:01,Negatif
Aplikaisnya Oke...,5,2026-05-10 13:50:56,Positif
sangat oke,5,2026-05-10 13:45:31,Positif
"selalu tepat waktu ,Good Job 👍🏻",5,2026-05-10 13:29:53,Positif
nyaman,5,2026-05-10 13:28:33,Positif
mantap pelayanan prima,5,2026-05-10 13:25:38,Positif
oke,5,2026-05-10 13:19:29,Positif
"mau liat resto pake filter terdekat, listnya keulang-ulang terus jadi gak bisa eksplor restonya. gak semua yang terdekat sih, kadang pakai yang ""aneka nasi"" juga listnya keulang-ulang lagi",1,2026-05-10 13:18:16,Negatif
pelayanannya aman dan cepat,5,2026-05-10 13:17:51,Positif
nice,5,2026-05-10 13:14:25,Positif
semakin mahal ongkir gofood nya,2,2026-05-10 13:08:29,Negatif
memudah kan urusan makan,5,2026-05-10 12:54:47,Positif
aplikasi kapitalis. pilih yg murah emang lama bgt dpt driver.,1,2026-05-10 12:53:05,Negatif
SAYA GABISA MASIK AKUNNYA UDH 2 MINGGU INI KARNA STAK DI FOTO MUKA PADAHAL DI APK LAINNYA BISA! ADA SALDO SAYA YG NGENDAP DISINI SOALNYA,1,2026-05-10 12:52:09,Negatif
its ok,4,2026-05-10 12:51:45,Positif
SANGAT BURUK! PESANAN GOFOOD SUDAH JADI DI RESTO TAPI TIDAK ADA DRIVER YANG AMBIL. TERUS DENGAN SANTAI NYA PIHAK GOJEK CANCEL. APLIKASI BOBROK,1,2026-05-10 12:46:37,Negatif
good,5,2026-05-10 12:45:53,Positif
mantap,5,2026-05-10 12:44:08,Positif
sangat membantu,5,2026-05-10 12:39:54,Positif
"masih sering Error dan nggak bagus karna Sering Dpt Double Order sangat tidak Profesional dan SistemNya Jelek. Very2 Bad?,,,,,,,",1,2026-05-10 12:33:49,Negatif
seneng banyak discon dan voucher,5,2026-05-10 12:24:25,Positif
good,5,2026-05-10 12:09:25,Positif
lemot,1,2026-05-10 11:48:01,Negatif
"beberapa driver mu gak profesional noh, dh di taro depan gerbang sesuai titik masih nanya dimana, udah itu gak jalan jalan lagi, buat orang telat aja anj",2,2026-05-10 11:42:34,Negatif
senang sekali sangat membantu transportasi saya,5,2026-05-10 11:39:57,Positif
SIOMAY AKANG KITCHEN SINGGAHRASA BANDOENG MANYARSAKTI KAWASAN UNRI ⭐⭐⭐⭐⭐,5,2026-05-10 11:35:47,Positif
boleh lah bang kasih fitur kalau yang suka bayar ditempat trus dicancel biar ojolnya ga rugi dong ada kasus nih di tiktok soalnya,5,2026-05-10 11:31:50,Positif
keren dan fast,5,2026-05-10 11:22:50,Positif
Ok banget,5,2026-05-10 11:21:04,Positif
"pengguna bertahun-tahun baru kali ini kecewa berat. pesan gocar, mobil malah menjauh, di chat nggak bls. nunggu sampe setengah jam.. pesan sampai 2x kejadian sama. mana kepotong biaya pembatalan.. gilak sihh ini mahh namanya pemerasan!!!!",1,2026-05-10 11:17:01,Negatif
🥰,5,2026-05-10 11:14:24,Positif
sumua fasilitas dan layanan bagus,5,2026-05-10 11:06:59,Positif
soalnya potongan buat para gojek nya besar jadi 3 bintang aja,3,2026-05-10 10:54:42,Netral
tolong untuk para driver yang sering curang di kasih sanksi apa kek gitu jgn diem. aja ga mau lagi pake apk ini,1,2026-05-10 10:49:03,Negatif
"Sejauh ini untuk aplikasi aman aja, cuma beberapa kali saya menemukan driver yang pelayanannya kurang banget, gamau berhenti di kanan lah, gamau pindahin rute lah, padahal jarak tempuh dan tujuannya sama, hanya rute yang dipindahkan, kemudian sepanjang jalan pengemudi nyerocos aja, ini komplen yang begini dimana si? kalo disini kayaknya kurang enak tapi saya mau lapor sih, beberapa kali lho, spesifikasinya itu gocar ya, saya jadi ga nyaman pake gocar karna ini",3,2026-05-10 10:44:25,Netral
"driver udah dapet , udh nungguin mau berangkat kerja malah tiba2 dikensel drivernya. GOJEK GIMANA TUH DRIVER2 MU PADA MALAS KERJA! KALO GAMAU KERJA JANGAN JADI OJEK ONLINE! Mending pake aplikasi kuning , drivernya ramah2.",1,2026-05-10 10:39:32,Negatif
"aman,tp tarifnya cepat berubah ....",5,2026-05-10 10:28:21,Positif
rekomendasi untuk transportasi,5,2026-05-10 09:52:46,Positif
garcep 🫶🏻,5,2026-05-10 09:34:10,Positif
aplikasinya membantu buat saya jika motor saya di pakai orang rumahh,5,2026-05-10 09:24:50,Positif
semoga semakin lebih baik,5,2026-05-10 09:19:46,Positif
berguna,5,2026-05-10 09:19:25,Positif
senang,5,2026-05-10 09:16:56,Positif
sangat puas,5,2026-05-10 09:10:33,Positif
"mudah, armada banyak, langsung pantau perjalanan",5,2026-05-10 08:42:34,Positif
bagus,4,2026-05-10 08:15:57,Positif
jln nya bagus tidak ngebut dan rahmah mudah di ajak komonokasi.,4,2026-05-10 08:10:00,Positif
bagus,5,2026-05-10 07:50:40,Positif
cepat Dan tepat,5,2026-05-10 07:11:11,Positif
Mantab jiwa,5,2026-05-10 06:54:11,Positif
tidak sesuai estimasi,1,2026-05-10 06:43:22,Negatif
1000 x terimakasih,5,2026-05-10 06:18:05,Positif
"driver dengan nama 'Wisnoe Wardhani' Honda Vario plat :T417811 gak sopan, sok kenal. padahal cuma karena dapat driver yg sama 2 kali Gausah sok merasa akrab ya, kalo transaksi selesai itu ya selesai lah! jangan ada driver bisa hubungin pelanggan nya, juga kontak atau nomor pelanggan di buat gak terlihat aja sekalian, ini juga soal privasi!. jadi buat para driver, kalo transaksi selesai gausah sok ya kalian, saya gak segan ngasih bintang 1.",1,2026-05-10 06:14:30,Negatif
Tolong di perbaiki lagi dengan kondisi yang sekarang banyak driver yang susah makan dan penghasilan turun sampai rela tidur di jalan miris banget denger keluh kesah para driver gojek semoga ada kebijakan dengan kondisi sprti ini tidak manusiawi dan banyak korupsinya parah !!!,1,2026-05-10 05:58:15,Negatif
Aman dan nyaman,5,2026-05-10 05:49:52,Positif
permainan bolak balok hadiah 10.000 cuman bohong. punya ruby sebanyak apa pun tetap ngak bisa menang.ruby habis dan ngak bisa menang. menang juga hadiah ngak bakal di kasi. ada aktivitas mencurigakan dan hadiah tidak di berikan,1,2026-05-10 05:33:44,Negatif
keren,5,2026-05-10 05:23:49,Positif
"nyari driver susah, nunggu lamaa banget ujung ujungnya dibatalin ga dapet driver. buang buang waktu",1,2026-05-10 04:46:08,Negatif
driver nya klo malam hari ga bisa di andalkan,1,2026-05-10 04:25:07,Negatif
"kenapa ini gomart skrg kayak gini ya mau pesan makanan di Alfamart koq ga muncul semua itemnya, mau pesan sari roti aja koq saya ketik ga muncul ya ga kayak dulu ah auto uninstall...",2,2026-05-10 04:23:00,Negatif
bgus,5,2026-05-10 02:13:36,Positif
no ribet,5,2026-05-10 02:05:24,Positif
bagus,5,2026-05-10 01:12:14,Positif
mau buat akun malah ga bisa disuruh nunggu 30 jam,1,2026-05-10 00:56:08,Negatif
sering error udah di apdet masih error terus busuk,1,2026-05-10 00:39:31,Negatif
banyak promo yang menarik,5,2026-05-10 00:10:26,Positif
"Sudah sangat bagus, namun kurang pada pemesanan kompleks",4,2026-05-10 00:09:18,Positif
ok,5,2026-05-09 23:45:29,Positif
ngeri dc nya telat 2 hari pake paylter.dah ancam² ajah.30 rbu dendanya 50.mulai hari ini gw unisntall gojek.najis dc nya,1,2026-05-09 23:44:12,Negatif
sangat membantu,5,2026-05-09 23:24:47,Positif
"pliss gojek kenapa yaa skrg malah makin susah nyari driver padahal udah di pusat kota. kaya drivernya banyakan milih, apalagi kalau pakai yg namanya ""hemat"" pasti bisa ±20 menit dpt driver kenapa gt yaa, beda sama apk sebelah gerceuppp. ga kaya dulu lagi org""nya konsisten ga banyak milih hmmm hujan badai angin ribut di terabas emg ga semua begitu tapi makin lama makin "" kebanyakan "" kecewa berat 🙃🙃",2,2026-05-09 23:12:10,Negatif
"update teruss, ORANG PERLU URGENT JADI SUSAH, APK GA JELAS",1,2026-05-09 23:00:42,Negatif
"Gara2 terima double order GoFood otomatis, kebetulan lagi apes dapat customer yang tidak sabaran menunggu. Padahal sudah dijelaskan status order dan kondisinya. Customer kecewa dan ditimpakan kesalahan kepada driver.",5,2026-05-09 22:47:21,Positif
mantap,5,2026-05-09 22:40:05,Positif
membantu,5,2026-05-09 22:37:04,Positif
makin lama driver gojek ini makin ga ada loyalnya 2 jam aku nunggu pesanan makan gak sampai sampai... apa coba maksudnya ini,1,2026-05-09 22:33:19,Negatif
dapat di pahami,5,2026-05-09 22:31:10,Positif
"makin kesini makin ke sana, nyari driver lama, padahal dulu gak bgini, adapun dapet tapi di cancel terus",1,2026-05-09 22:28:01,Negatif
ajib pokoknya 🏅,5,2026-05-09 22:24:23,Positif
puas,4,2026-05-09 22:18:46,Positif
kenapa gaada pengiriman same day di gosend yahhh??? sebelum nya aman saja selalu ada pengiriman same day,1,2026-05-09 22:16:24,Negatif
Halo kak saya tidak dapat masuk dengan ponsel x80,5,2026-05-09 22:14:04,Positif
gojek terbaik dari dulu ni aplikasi slalu di hati love banget gojek...,5,2026-05-09 22:00:22,Positif
sangat membantu 👍🏻,4,2026-05-09 21:58:35,Positif
aplikasi cacat kejebak di stasiun gabisa keluar,1,2026-05-09 21:57:23,Negatif
"Aplikasi gak jelas, gak ada driver yang mau antar",1,2026-05-09 21:57:08,Negatif
"saya mau keluhan sama admin gojek,ini knpa setiap mau masuk event kucing berhadiah.nggk bisa di karenakan maaalah jaringan !! padahal jaringan hp ku bagus tolong di perbaiki secepatnya",1,2026-05-09 21:56:14,Negatif
beberapa kali susah buat dapet driver gofoodnya dan harus nunggu lama untuk bisa batalin sampe udah laper banget dan akhirnya dapet di aplikasi sebelah,4,2026-05-09 21:47:38,Positif
"sistem order gofood jelek bgt. kalo sulit dapat driver harus nunggu maks ±sejam buat bisa batalkan pesanan, belum lagi nunggu driver ke resto, resto buat makanan, baru dianter ke customer. terlalu banyak makan waktu. harusnya kalo sulit dapat driver maks 10-15 menit bisa dibatalkan pesanan biar customer bisa cari alternatif lain.",1,2026-05-09 20:53:50,Negatif
good aplikasi,5,2026-05-09 20:49:01,Positif
hemat,5,2026-05-09 20:41:14,Positif
bagus apk nya,5,2026-05-09 20:37:00,Positif
amanah dan cepat dalam pengiriman,5,2026-05-09 20:35:26,Positif
selalu aman dalam berkendara,5,2026-05-09 20:34:17,Positif
saya kecewa sama gopay pengaduan saya tetang salah transfer sampe skarang tidak ada kejelasan mengecewakan...hati²lah transfer dari gaopay kalian ga bakal di bantu sama pihak gopay...,1,2026-05-09 20:31:13,Negatif
ramah,5,2026-05-09 20:28:54,Positif
"maaf ya gojek saya rasa akhir akhir ini driver nya itu susah di dapat jadi kalo misal pengguna pakai kupon diskon atau pakai yang hemat pasti susah dapat atau sering di tolak padahal kan kupon diskon itu hak pengguna mau pakai atau ngga ya terserah kadang heran sama driver yang tiba"" pas dateng mau harga normal/non diskon tu padahal kita juga sebagai pengguna mau yang ekonomis",2,2026-05-09 20:28:47,Negatif
"sekarang gojek fitur Gi food bener2 aneh dan memperlama kegiatan, mau scroll tempat makan apa aja gak bisa karena nge bug beberapa resto berulang kali muncul. sedangkan yg dibawah2 nya tidak. kayak di setting / iklan jadi yg muncul itu itu aja. padahal yg lain buka, kalau gini bosen banget. mau liat resti baru gak bisa juga.. pake grab atau Shopee aja kalau kayak gini cara mainya. payah banget",1,2026-05-09 20:25:16,Negatif
"saya baru mau mengunakan nomer saya untuk daftar gojek,perlu digarisbawahi nomer saya baru,tetapi pas saya mau daftar tetapi harus nunggu email dari email yang sama sekali bukan punya saya.sangat mengecewakan sekali kapok.",1,2026-05-09 20:25:05,Negatif
Bagus,4,2026-05-09 20:24:12,Positif
"Sangat membantu,tingkatkan lagi pelayananya, trimaksih🙏",4,2026-05-09 20:21:56,Positif
the best,5,2026-05-09 20:15:52,Positif
maaf saya kasih bintang 4 karena kurang membantu saya,4,2026-05-09 20:03:35,Positif
sangat membantu pergi kmn2,5,2026-05-09 19:48:00,Positif
"bagus, membantu saya sehari-hari",5,2026-05-09 19:47:57,Positif
bagus,5,2026-05-09 19:44:49,Positif
"apk terpercaya, yaaaa walaupunnn driver""nya ada yang ngeselin buangetttttt tapi okeyylahhh kan ga semuanya yang ngeselinnn",5,2026-05-09 19:43:41,Positif
Bagus banget ada banyak pilihan cocok untuk berpergian,5,2026-05-09 19:34:39,Positif
"susaaah cari drivernya, go send sulit dapatnya.",3,2026-05-09 19:34:32,Netral
